nodeid,OutAmount,OutValue,OutTransFee,InAmount,InValue,InTransFee,nodelabel
17056,100.0,8096.25,1096.29,360.0,638.328,1490.092,0.0
17057,15.0,9359.04,178.26,221.0,7012.83,271.534,0.0
17058,83.0,6893.68,1663.81,11.0,0.0,41.115,0.0
17059,155.0,0.0,11.91,1.0,0.0,7.08,0.0
17060,83.0,220.71,235.1,124.0,0.0,97.67,0.0
17061,118.0,30313.48,2647.335,561.0,25850.482,3633.049,0.0
17062,20.0,2610.1,434.635,28.0,32004.755,495.59,0.0
17063,211.0,0.0,13.32,1.0,0.0,2.89,0.0
17064,6.0,0.0,7.475,139.0,0.221,285.829,0.0
17065,13.0,358.2,60.505,18.0,4061.63,515.821,0.0
17066,20.0,4163.859,233.126,25.0,2075.345,337.73,0.0
17067,210.0,0.0,26.66,1.0,0.0,4.86,0.0
17068,377.0,9053.32,4057.205,89.0,8.42,414.469,0.0
17069,133.0,346.773,135.887,55.0,4668.587,478.023,0.0
17070,20.0,3165.29,277.515,84.0,62003.64,2330.179,0.0
17071,63.0,15023.525,697.341,54.0,10447.62,622.458,0.0
17072,65.0,0.0,210.427,73.0,5196.545,841.56,0.0
17073,84.0,63417.58,729.044,131.0,103520.698,1433.88,0.0
17074,94.0,68523.182,1966.832,162.0,44700.945,2285.847,0.0
17075,318.0,118.581,1489.02,223.0,398207.829,2675.365,0.0
17076,15.0,58493.89,177.109,43.0,37930.37,263.263,0.0
17077,633.0,19611.48,3584.815,720.0,13775.33,6411.851,0.0
17078,27.0,0.0,74.726,104.0,12011.077,1525.123,0.0
17079,96.0,14582.708,891.422,201.0,8682.799,1621.843,0.0
17080,23.0,2342.682,330.54,55.0,33508.665,598.231,0.0
17081,40.0,2613.004,902.545,54.0,6095.04,735.448,0.0
17082,167.0,172818.98,2410.03,320.0,0.0,34557.85,0.0
17083,47.0,11324.545,480.3,27.0,4695.614,318.896,0.0
17084,130.0,815.465,1131.41,106.0,24.325,713.01,0.0
17085,40.0,15727.718,625.962,50.0,10611.193,558.53,0.0
17086,10.0,5128.27,258.36,29.0,2953.9,393.585,0.0
17087,37.0,12493.303,383.151,101.0,23550.894,711.457,0.0
17088,10.0,0.0,179.52,31.0,0.0,57.74,0.0
17089,64.0,10565.51,882.43,119.0,106359.77,1314.045,0.0
17090,30.0,41812.46,585.29,42.0,16732.046,307.67,0.0
17091,44.0,2807.838,558.874,47.0,1599.205,526.514,0.0
17092,24.0,4564.59,326.66,71.0,3327.76,438.197,0.0
17093,221.0,32896.929,1302.688,195.0,24881.535,1595.922,0.0
17094,50.0,7440.45,969.555,8.0,0.0,18.68,0.0
17095,13.0,24527.47,164.12,36.0,10201.75,523.746,0.0
17096,185.0,11.27,489.39,18.0,0.0,9.771,0.0
17097,58.0,0.0,125.08,58.0,0.0,688.8,0.0
17098,324.0,0.0,531.64,432.0,0.0,942.777,0.0
17099,20.0,2753.793,203.851,22.0,1808.65,182.04,0.0
17100,41.0,182.31,784.175,125.0,21665.774,2629.678,0.0
17101,37.0,4403.717,288.606,140.0,6338.95,522.49,0.0
17102,172.0,35250.797,2008.438,305.0,24120.345,1438.813,0.0
17103,32.0,30329.9,471.625,78.0,31944.87,469.838,0.0
17104,100.0,85315.0,2965.46,41.0,1731.39,600.29,0.0
17105,24.0,11052.3,296.595,29.0,5310.7,323.674,0.0
17106,8.0,5557.22,77.155,79.0,9599.748,317.947,0.0
17107,26.0,17630.515,168.748,123.0,40373.93,1102.704,0.0
17108,201.0,0.0,13.32,1.0,0.0,2.55,0.0
17109,201.0,0.0,15.46,1.0,0.0,2.58,0.0
17110,46.0,57769.323,829.097,122.0,6644.5,1917.357,0.0
17111,566.0,20635.063,1262.86,654.0,71340.727,2256.48,0.0
17112,65.0,925.12,455.04,30.0,334.1,491.33,0.0
17113,201.0,0.0,9.85,2.0,0.0,3.34,0.0
17114,229.0,0.0,12.67,1.0,0.0,3.45,0.0
17115,21.0,3987.85,281.058,52.0,184088.36,779.92,0.0
17116,29.0,1099.04,156.01,41.0,29.01,357.63,0.0
17117,46.0,91741.78,723.525,69.0,129495.24,1169.536,0.0
17118,5.0,706.68,69.19,28.0,5429.76,267.485,0.0
17119,18.0,0.0,49.03,32.0,0.342,140.992,0.0
17120,201.0,0.0,12.36,1.0,0.0,3.63,0.0
17121,1001.0,0.0,111.46,1.0,0.0,7.16,0.0
17122,38.0,7638.05,851.182,45.0,7419.155,940.668,0.0
17123,34.0,1129.51,212.46,31.0,784.2,238.91,0.0
17124,47.0,26131.971,327.61,60.0,22841.04,652.565,0.0
17125,26.0,7764.73,556.01,52.0,6683.26,693.59,0.0
17126,127.0,581.88,472.265,247.0,647.56,242.524,0.0
17127,76.0,45739.47,854.514,136.0,41533.568,2016.486,0.0
17128,61.0,6535.16,486.308,49.0,765.735,354.067,0.0
17129,53.0,886.64,211.83,0.0,0.0,0.0,0.0
17130,14.0,1198.34,95.52,76.0,16556.89,796.264,0.0
17131,28.0,16319.756,714.743,457.0,25250.17,730.237,0.0
17132,27.0,5942.023,419.293,60.0,5269.84,177.038,0.0
17133,19.0,3215.42,166.31,46.0,4366.311,395.771,0.0
17134,19.0,8375.505,189.114,21.0,2652.98,252.85,0.0
17135,100.0,1007.47,920.61,24.0,0.0,139.31,0.0
17136,17.0,0.0,22.58,52.0,75999.195,512.23,0.0
17137,1123.0,0.0,5223.0,14365.0,0.0,140091.73,0.0
17138,32.0,3216.98,165.71,39.0,14662.115,409.285,0.0
17139,224.0,0.0,13.61,1.0,0.0,3.28,0.0
17140,85.0,6694.89,3653.45,5.0,0.0,11.77,0.0
17141,14.0,8257.81,281.7,19.0,14066.91,319.81,0.0
17142,12.0,0.0,87.767,54.0,17329.48,773.117,0.0
17143,14.0,5742.21,147.085,139.0,5257.66,421.283,0.0
17144,36.0,6094.16,315.118,63.0,20154.9,502.744,0.0
17145,30.0,3567.322,159.952,89.0,14319.705,1084.195,0.0
17146,23.0,605.088,427.362,43.0,14420.88,524.03,0.0
17147,33.0,16538.087,327.19,41.0,4326.285,418.447,0.0
17148,23.0,25486.39,416.19,30.0,9555.785,368.128,0.0
17149,159.0,909.755,495.8,733.0,2697.63,1396.855,0.0
17150,199.0,145203.318,4289.633,396.0,106700.2,5015.147,0.0
17151,1000.0,0.0,130.85,3.0,0.0,6.96,0.0
17152,37.0,976.64,141.027,47.0,6413.66,775.235,0.0
17153,47.0,10148.012,362.379,64.0,5557.29,640.09,0.0
17154,67.0,884.747,347.259,109.0,0.0,75.265,0.0
17155,271.0,0.0,17.41,1.0,0.0,2.32,0.0
17156,28.0,1254.13,214.136,43.0,3559.71,399.913,0.0
17157,76.0,27274.635,827.822,201.0,5190.15,1085.3,0.0
17158,9.0,5431.41,89.18,78.0,13114.705,894.435,0.0
17159,36.0,4052.205,104.7,33.0,2761.23,67.859,0.0
17160,17.0,0.0,281.575,197.0,32790.34,612.187,0.0
17161,229.0,0.0,12.1,1.0,0.0,3.31,0.0
17162,126.0,623908.77,7522.35,84.0,4049.49,1041.02,0.0
17163,39.0,46448.802,568.111,52.0,19739.835,498.319,0.0
17164,23.0,13322.69,226.93,53.0,3415.273,464.013,0.0
17165,64.0,5435.924,389.203,64.0,4909.888,446.631,0.0
17166,24.0,4018.44,172.318,55.0,14939.61,316.385,0.0
17167,63.0,0.0,409.18,4.0,0.0,24.085,0.0
17168,21.0,23235.282,414.355,49.0,12101.38,823.038,0.0
17169,197.0,12100.812,903.096,511.0,0.0,837.3,0.0
17170,319.0,2584.67,1034.32,137.0,0.0,298.95,0.0
17171,32.0,3040.71,132.832,99.0,69342.245,668.797,0.0
17172,251.0,0.0,20.95,1.0,0.0,4.7,0.0
17173,222.0,0.0,921.265,428.0,0.0,4101.185,0.0
17174,45.0,7808.31,947.79,37.0,7757.036,1083.044,0.0
17175,44.0,18550.584,972.116,88.0,17256.815,558.577,0.0
17176,101.0,20145.99,1011.685,146.0,28134.041,1219.719,0.0
17177,309.0,16150.76,3444.01,180.0,390.395,397.965,0.0
17178,97.0,369.072,289.036,43.0,2156.848,455.037,0.0
17179,18.0,15355.68,301.185,98.0,9722.311,732.829,0.0
17180,174.0,8624.19,854.82,158.0,4160.92,1005.208,0.0
17181,25.0,6138.921,227.814,51.0,6044.52,564.763,0.0
17182,19.0,18756.72,359.86,23.0,19672.91,362.466,0.0
17183,479.0,4526.64,7490.215,295.0,113.75,1305.64,0.0
17184,84.0,12047.19,489.755,164.0,6493.92,885.979,0.0
17185,34.0,24353.11,378.275,26.0,12708.425,465.893,0.0
17186,219.0,0.0,1043.4,31.0,0.0,75.99,0.0
17187,201.0,0.0,20.8,1.0,0.0,4.26,0.0
17188,47.0,11251.743,464.198,47.0,5095.55,256.021,0.0
17189,80.0,0.0,39.3,149.0,43975.13,733.699,0.0
17190,27.0,4577.65,511.149,33.0,8099.46,590.442,0.0
17191,55.0,25557.67,1740.22,22.0,0.0,272.75,0.0
17192,210.0,0.0,23.94,1.0,0.0,4.68,0.0
17193,121.0,39452.19,2462.125,526.0,31797.13,3095.315,0.0
17194,74.0,17346.61,754.195,183.0,138106.357,2082.023,0.0
17195,20.0,5894.83,42.829,158.0,7043.63,1628.972,0.0
17196,201.0,0.0,12.24,2.0,0.0,3.31,0.0
17197,27.0,1832.01,279.09,64.0,4089.225,529.749,0.0
17198,21.0,71803.26,518.409,26.0,72933.76,520.912,0.0
17199,23.0,4657.45,135.36,31.0,12212.37,274.49,0.0
17200,122.0,4815.035,464.01,124.0,9330.91,1168.815,0.0
17201,17.0,1612.06,131.14,15.0,4730.29,209.33,0.0
17202,167.0,0.0,88.132,163.0,0.0,49.764,0.0
17203,32.0,2605.18,226.907,70.0,6646.253,964.429,0.0
17204,18.0,5374.1,209.51,76.0,8919.079,443.952,0.0
17205,277.0,0.0,7455.0,23.0,0.0,62.45,0.0
17206,24.0,8202.275,392.38,43.0,6836.38,495.843,0.0
17207,283.0,12797.526,3353.269,467.0,5235.426,1935.281,0.0
17208,5.0,35.27,48.475,39.0,8962.51,120.659,0.0
17209,28.0,16003.691,146.268,101.0,43258.395,470.638,0.0
17210,26.0,1929.487,304.563,46.0,6901.885,254.926,0.0
17211,21.0,5716.388,285.846,151.0,5836.395,804.229,0.0
17212,116.0,19071.696,1025.322,107.0,2775.76,423.699,0.0
17213,54.0,18536.75,1248.67,44.0,12349.4,546.18,0.0
17214,201.0,0.0,20.72,1.0,0.0,3.84,0.0
17215,42.0,39168.63,910.05,55.0,13769.79,488.089,0.0
17216,201.0,0.0,12.77,1.0,0.0,2.64,0.0
17217,23.0,17409.98,229.957,41.0,27097.27,187.077,0.0
17218,9.0,261.47,120.75,46.0,380.87,60.448,0.0
17219,201.0,0.0,16.56,1.0,0.0,3.37,0.0
17220,26.0,1378.37,184.86,59.0,6094.695,316.843,0.0
17221,132.0,59270.896,2896.624,161.0,138.127,1741.835,0.0
17222,370.0,24433.422,671.161,389.0,22766.971,1431.408,0.0
17223,53.0,0.0,78.48,13.0,0.0,12.84,0.0
17224,133.0,545.42,47.29,85.0,1962.715,336.265,0.0
17225,36.0,23171.18,498.26,116.0,81601.04,951.228,0.0
17226,240.0,0.0,15.14,1.0,0.0,3.42,0.0
17227,98.0,35574.885,666.183,89.0,33469.78,924.156,0.0
17228,13.0,5994.323,404.564,15.0,3365.4,328.53,0.0
17229,17.0,7008.409,182.279,25.0,3120.08,241.82,0.0
17230,93.0,0.0,13.55,101.0,0.0,18.24,0.0
17231,32.0,4079.375,358.175,43.0,4620.21,466.507,0.0
17232,39.0,6357.585,253.693,56.0,10752.689,474.558,0.0
17233,214.0,2859.88,1337.63,70.0,2811.52,241.902,0.0
17234,37.0,4861.3,663.841,37.0,13978.625,456.97,0.0
17235,44.0,36139.452,401.511,84.0,9307.235,797.269,0.0
17236,20.0,3156.133,274.085,61.0,4840.72,365.72,0.0
17237,40.0,23338.195,636.14,63.0,11490.461,1298.192,0.0
17238,88.0,17282.645,1430.071,123.0,11589.709,1539.012,0.0
17239,23.0,4384.62,218.805,42.0,7934.0,668.284,0.0
17240,60.0,35993.31,1220.88,72.0,189.18,309.51,0.0
17241,2002.0,0.0,143.67,1.0,0.0,2.85,0.0
17242,201.0,0.0,16.51,1.0,0.0,3.49,0.0
17243,18.0,6890.939,247.2,28.0,3813.67,288.342,0.0
17244,35.0,3494.224,537.972,23.0,4830.44,244.67,0.0
17245,96.0,2198.1,201.151,95.0,4152.05,642.844,0.0
17246,18.0,43952.685,241.97,28.0,36823.515,406.586,0.0
17247,21.0,4272.63,592.035,29.0,4945.862,479.174,0.0
17248,38.0,4945.31,338.413,82.0,5351.735,464.323,0.0
17249,193.0,0.0,2563.55,200.0,0.0,4450.41,0.0
17250,72.0,7064.655,713.743,74.0,5501.08,402.589,0.0
17251,100.0,0.0,1558.888,29.0,0.0,172.092,0.0
17252,50.0,9533.415,673.602,91.0,25988.42,1235.16,0.0
17253,6.0,0.0,102.01,59.0,0.0,858.432,0.0
17254,17.0,6116.013,332.853,44.0,2811.7,1043.448,0.0
17255,21.0,7670.159,185.373,51.0,2353.02,152.858,0.0
17256,5.0,5303.48,42.07,32.0,8191.88,346.077,0.0
17257,36.0,2888.475,374.46,31.0,3748.99,410.654,0.0
17258,51.0,3035.83,679.615,78.0,14237.205,682.8,0.0
17259,40.0,1177.375,330.49,41.0,1177.375,350.18,0.0
17260,66.0,0.0,349.86,47.0,1049.62,674.37,0.0
17261,187.0,0.0,15.84,104.0,0.0,13.049,0.0
17262,201.0,0.0,17.27,1.0,0.0,3.6,0.0
17263,422.0,163126.722,2388.76,371.0,117180.22,2425.642,0.0
17264,201.0,0.0,9.76,2.0,0.0,3.31,0.0
17265,7.0,4940.07,227.97,71.0,8798.525,556.911,0.0
17266,6.0,181200.74,115.86,68.0,24885.9,461.317,0.0
17267,18.0,32069.63,342.59,29.0,10059.8,127.095,0.0
17268,191.0,0.0,16.23,1.0,0.0,5.22,0.0
17269,24.0,6808.82,294.43,46.0,10527.179,338.236,0.0
17270,189.0,9210.583,1174.519,236.0,75373.362,1333.294,0.0
17271,14.0,1004.88,148.1,25.0,5329.945,262.103,0.0
17272,240.0,0.0,14.99,1.0,0.0,3.38,0.0
17273,202.0,0.0,16.75,1.0,0.0,4.47,0.0
17274,43.0,31808.532,570.731,179.0,24281.634,902.127,0.0
17275,26.0,1750.5,402.845,27.0,9809.15,367.27,0.0
17276,115.0,210940.47,2241.04,117.0,0.0,2644.03,0.0
17277,17.0,2688.722,320.831,18.0,6990.42,209.539,0.0
17278,13.0,11975.51,157.117,52.0,44519.12,705.345,0.0
17279,11.0,16809.449,269.882,29.0,12083.37,362.922,0.0
17280,116.0,0.0,95.902,217.0,0.0,18.04,0.0
17281,30.0,9803.24,906.84,329.0,6856.595,1534.653,0.0
17282,36.0,23941.34,780.99,45.0,16985.52,833.394,0.0
17283,201.0,0.0,12.26,2.0,0.0,3.32,0.0
17284,12.0,1906.18,142.36,57.0,2056.195,449.71,0.0
17285,37.0,1993.115,273.36,42.0,2405.945,98.143,0.0
17286,26.0,16227.9,459.635,28.0,2098.29,211.511,0.0
17287,19.0,7591.71,280.877,52.0,29367.49,1196.042,0.0
17288,41.0,15639.356,1115.975,49.0,8447.435,969.744,0.0
17289,13.0,1635.01,181.45,76.0,1774.94,289.813,0.0
17290,99.0,0.0,28.55,477.0,17889.6,2006.4,0.0
17291,67.0,96.86,534.4,84.0,1.95,176.46,0.0
17292,46.0,8084.889,334.387,292.0,15268.285,1402.955,0.0
17293,37.0,2912.23,308.38,48.0,0.0,266.11,0.0
17294,68.0,809.02,832.864,102.0,24421.56,1023.623,0.0
17295,17.0,4160.687,146.229,150.0,1150.29,2258.92,0.0
17296,64.0,4528.77,629.867,90.0,31267.357,471.531,0.0
17297,6.0,0.0,221.185,63.0,9623.399,851.365,0.0
17298,26.0,9189.685,364.897,75.0,5590.905,368.01,0.0
17299,7.0,2523.2,132.87,47.0,2805.44,737.802,0.0
17300,200.0,4700.37,177.343,322.0,16974.35,345.265,0.0
17301,172.0,31517.445,2270.533,363.0,38044.54,4273.089,0.0
17302,67.0,0.0,288.85,9.0,53.53,68.21,0.0
17303,38.0,76672.05,476.765,60.0,22242.35,422.755,0.0
17304,16.0,5659.07,169.6,75.0,21941.645,710.417,0.0
17305,109.0,23912.95,256.01,387.0,243790.68,3083.5,0.0
17306,35.0,14427.905,562.255,737.0,22424.019,444.941,0.0
17307,22.0,49400.335,358.755,62.0,15872.159,1050.103,0.0
17308,32.0,17041.535,370.775,84.0,16620.382,772.53,0.0
17309,13.0,3377.52,98.64,41.0,8405.35,312.982,0.0
17310,45.0,29121.062,461.091,49.0,21095.815,502.573,0.0
17311,40.0,4244.744,295.678,39.0,5663.725,263.571,0.0
17312,200.0,0.0,21.94,336.0,0.0,23.708,0.0
17313,16.0,0.0,152.62,36.0,34199.64,763.53,0.0
17314,11.0,4036.11,175.98,58.0,5954.48,203.453,0.0
17315,201.0,0.0,9.95,2.0,0.0,3.36,0.0
17316,17.0,4649.5,362.27,30.0,4746.99,385.499,0.0
17317,20.0,3987.125,228.36,19.0,3072.13,322.007,0.0
17318,23.0,3394.052,340.53,33.0,636.93,443.541,0.0
17319,38.0,801.703,256.279,149.0,2995.54,928.912,0.0
17320,76.0,26161.861,821.303,308.0,18605.035,2019.6,0.0
17321,246.0,90705.27,826.65,299.0,252395.7,1165.548,0.0
17322,44.0,0.0,447.785,25.0,1183.55,162.007,0.0
17323,24.0,834.08,320.53,17.0,2334.03,184.95,0.0
17324,177.0,1902.96,783.35,92.0,544.48,218.11,0.0
17325,42.0,0.0,487.125,205.0,50465.36,743.103,0.0
17326,94.0,98258.34,1437.13,65.0,10046.539,331.262,0.0
17327,31.0,1532.28,637.88,92.0,0.0,752.69,0.0
17328,32.0,16959.24,756.04,48.0,11284.076,982.939,0.0
17329,40.0,12828.88,443.125,39.0,146.14,89.231,0.0
17330,38.0,57043.551,635.107,47.0,46078.015,364.875,0.0
17331,41.0,3157.385,428.795,40.0,10144.035,200.475,0.0
17332,206.0,0.0,21.39,106.0,0.0,13.912,0.0
17333,11.0,527.98,31.869,78.0,22629.492,490.017,0.0
17334,31.0,2355.764,413.901,20.0,1920.11,204.18,0.0
17335,18.0,5385.278,432.465,28.0,4763.32,518.39,0.0
17336,78.0,0.0,113.24,5.0,0.0,26.56,0.0
17337,240.0,0.0,11.8,1.0,0.0,3.27,0.0
17338,8.0,2411.54,68.69,627.0,11500.155,1126.347,0.0
17339,92.0,36412.729,1203.304,271.0,21607.201,1750.096,0.0
17340,16.0,38967.243,167.148,222.0,20391.06,257.556,0.0
17341,22.0,8034.645,212.08,23.0,846.115,132.437,0.0
17342,18.0,13019.33,241.54,28.0,3434.445,157.232,0.0
17343,8.0,7569.16,359.71,31.0,30138.4,368.497,0.0
17344,358.0,0.0,1959.16,13.0,0.0,2.99,0.0
17345,17.0,39349.39,276.38,26.0,34745.43,282.54,0.0
17346,24.0,4149.06,266.175,31.0,524.96,120.624,0.0
17347,201.0,0.0,12.77,1.0,0.0,3.76,0.0
17348,42.0,8267.89,769.51,8.0,81.95,97.865,0.0
17349,158.0,5781.337,799.759,239.0,2934.981,677.597,0.0
17350,37.0,26770.3,668.37,41.0,20625.032,353.938,0.0
17351,82.0,0.0,78.33,1.0,0.0,0.074,0.0
17352,91.0,5603.0,675.15,112.0,281612.31,796.775,0.0
17353,60.0,7898.097,522.994,79.0,13088.81,414.955,0.0
17354,165.0,100060.04,4868.91,49.0,1610.27,647.99,0.0
17355,36.0,24650.06,404.39,46.0,23131.9,734.859,0.0
17356,45.0,5445.23,518.457,78.0,14358.809,1492.073,0.0
17357,211.0,0.0,22.44,1.0,0.0,5.35,0.0
17358,37.0,8754.829,852.223,86.0,3541.536,507.489,0.0
17359,23.0,8692.48,286.9,59.0,37051.1,1050.242,0.0
17360,274.0,0.0,1686.22,61.0,0.0,105.954,0.0
17361,266.0,43913.2,1292.677,241.0,32363.925,2482.167,0.0
17362,153.0,9456.19,2355.8,161.0,1429.66,1135.865,0.0
17363,6.0,0.0,74.53,106.0,16653.7,319.011,0.0
17364,27.0,6864.831,338.247,62.0,5410.6,472.147,0.0
17365,25.0,1117.885,211.03,80.0,1196.03,390.076,0.0
17366,21.0,15610.445,320.075,45.0,16382.43,235.493,0.0
17367,19.0,2026.4,189.12,55.0,7054.94,888.81,0.0
17368,99.0,0.0,736.88,6.0,0.0,35.04,0.0
17369,40.0,21119.05,353.24,39.0,21958.755,634.82,0.0
17370,190.0,34143.26,971.46,199.0,6185.71,1216.57,0.0
17371,31.0,954.26,217.03,31.0,0.0,40.12,0.0
17372,0.0,0.0,0.0,41.0,0.0,82.44,0.0
17373,90.0,76431.99,1245.36,12.0,46138.48,268.49,0.0
17374,53.0,21011.622,738.461,56.0,629.01,276.39,0.0
17375,62.0,18845.561,771.006,80.0,3838.47,1079.44,0.0
17376,28.0,20774.191,296.858,49.0,11864.27,570.028,0.0
17377,17.0,2130.32,160.605,583.0,5817.425,696.562,0.0
17378,201.0,0.0,15.28,1.0,0.0,2.55,0.0
17379,20.0,3056.816,343.461,429.0,3135.9,342.151,0.0
17380,583.0,47012.709,2309.371,966.0,425493.05,2780.004,0.0
17381,120.0,4845.591,227.558,25.0,6917.15,256.963,0.0
17382,342.0,174584.795,3478.105,407.0,119420.742,1326.572,0.0
17383,30.0,13794.422,273.21,44.0,6219.55,417.123,0.0
17384,49.0,7715.51,645.631,86.0,7860.601,1214.927,0.0
17385,25.0,94227.07,551.67,35.0,117208.27,474.148,0.0
17386,20.0,2472.91,309.095,23.0,3224.73,370.33,0.0
17387,22.0,11220.465,261.74,21.0,5714.725,280.815,0.0
17388,17.0,8730.5,181.13,20.0,3987.81,218.875,0.0
17389,15.0,1645.565,223.558,45.0,22087.475,350.552,0.0
17390,19.0,1058.25,138.245,75.0,5078.848,458.765,0.0
17391,64.0,2332.52,955.642,94.0,16457.857,2050.917,0.0
17392,202.0,0.0,17.13,1.0,0.0,4.1,0.0
17393,69.0,12640.318,1214.252,69.0,462.78,458.22,0.0
17394,59.0,2643.972,777.783,167.0,0.0,655.14,0.0
17395,223.0,65685.84,2067.653,182.0,42798.59,1455.226,0.0
17396,19.0,19853.38,463.65,20.0,3645.64,378.27,0.0
17397,201.0,0.0,16.56,1.0,0.0,2.32,0.0
17398,21.0,2213.207,129.908,44.0,3803.836,416.649,0.0
17399,9.0,3839.735,170.27,34.0,3746.4,544.166,0.0
17400,39.0,6257.889,360.417,57.0,2482.185,374.964,0.0
17401,18.0,6412.14,117.36,25.0,15529.98,237.648,0.0
17402,42.0,2661.53,292.405,257.0,4922.163,1193.304,0.0
17403,345.0,27781.417,1140.137,440.0,263095.789,3027.48,0.0
17404,20.0,6099.2,269.215,29.0,14910.9,435.126,0.0
17405,25.0,15432.835,616.023,30.0,5117.08,557.568,0.0
17406,23.0,1414.72,243.445,232.0,28927.9,2249.193,0.0
17407,138.0,10538.275,705.592,288.0,7571.08,874.525,0.0
17408,45.0,40803.116,827.673,45.0,36644.29,833.945,0.0
17409,41.0,22141.115,531.16,56.0,20195.15,486.419,0.0
17410,425.0,128543.657,2903.388,623.0,154232.155,6629.348,0.0
17411,18.0,8081.643,238.027,35.0,2951.84,296.0,0.0
17412,38.0,4749.945,243.514,82.0,3936.69,491.136,0.0
17413,187.0,0.0,16.09,104.0,0.0,13.119,0.0
17414,111.0,0.0,13.56,51.0,0.0,10.41,0.0
17415,20.0,1561.31,261.535,20.0,9271.94,363.67,0.0
17416,19.0,15037.34,258.97,19.0,1880.86,271.262,0.0
17417,201.0,0.0,20.6,1.0,0.0,4.13,0.0
17418,36.0,9667.066,210.601,53.0,4922.23,227.69,0.0
17419,251.0,309539.071,4710.952,225.0,238160.141,4143.126,0.0
17420,58.0,14229.07,1114.703,61.0,24510.47,1174.734,0.0
17421,19.0,0.0,183.412,90.0,7202.259,511.815,0.0
17422,15.0,1092.05,66.33,90.0,135.16,248.96,0.0
17423,262.0,0.0,16.79,1.0,0.0,3.28,0.0
17424,58.0,29002.38,811.997,72.0,13567.006,338.486,0.0
17425,1090.0,0.0,1274.59,36508.0,0.0,20189.45,0.0
17426,24.0,7100.815,407.245,27.0,4512.54,285.833,0.0
17427,202.0,7236.07,5185.25,124.0,0.0,2522.51,0.0
17428,201.0,0.0,12.75,1.0,0.0,3.75,0.0
17429,100.0,0.0,9.595,12.0,0.0,0.296,0.0
17430,63.0,8865.59,1084.935,41.0,20575.835,422.252,0.0
17431,365.0,11525.03,1788.52,74.0,0.0,344.12,0.0
17432,19.0,5879.06,196.997,36.0,4053.39,466.03,0.0
17433,101.0,138393.488,1296.885,154.0,15455.633,825.472,0.0
17434,1001.0,0.0,89.1,2.0,0.0,6.19,0.0
17435,22.0,663.133,218.067,30.0,1731.87,220.541,0.0
17436,0.0,0.0,0.0,29.0,218.58,281.82,0.0
17437,46.0,783.16,531.02,60.0,5381.65,733.53,0.0
17438,7.0,908.72,85.36,367.0,0.0,313.415,0.0
17439,0.0,0.0,0.0,975.0,0.0,611.57,0.0
17440,92.0,47372.5,2031.63,48.0,18941.975,873.62,0.0
17441,77.0,340169.2,1041.835,87.0,265620.292,1029.435,0.0
17442,153.0,1782.572,274.877,394.0,696.56,843.412,0.0
17443,32.0,16066.37,924.49,66.0,17263.675,620.988,0.0
17444,36.0,27509.465,568.667,139.0,15518.93,2509.355,0.0
17445,18.0,3890.729,274.49,202.0,11835.539,305.275,0.0
17446,88.0,270.9,484.69,113.0,0.0,134.27,0.0
17447,18.0,2617.747,165.937,26.0,4510.75,167.925,0.0
17448,101.0,35401.47,1463.015,165.0,1922.02,1471.41,0.0
17449,432.0,28295.485,1357.109,161.0,58792.855,1949.664,0.0
17450,72.0,0.0,99.615,140.0,5919.93,608.985,0.0
17451,20.0,5200.792,421.687,30.0,5331.75,376.955,0.0
17452,164.0,0.0,11.36,1.0,0.0,6.48,0.0
17453,120.0,0.0,521.0,15.0,0.0,23.22,0.0
17454,58.0,37429.96,701.91,48.0,4504.9,551.82,0.0
17455,72.0,14016.74,949.09,80.0,29104.192,873.966,0.0
17456,13.0,6462.595,232.0,39.0,9316.21,450.392,0.0
17457,124.0,27930.8,2628.48,27.0,203.89,545.58,0.0
17458,11.0,458.74,108.07,82.0,4970.274,581.279,0.0
17459,59.0,85475.514,804.512,107.0,47789.56,854.006,0.0
17460,62.0,1842.982,620.864,28.0,996.725,223.379,0.0
17461,71.0,26858.17,722.737,23.0,4782.37,170.711,0.0
17462,38.0,40789.032,737.04,53.0,37675.002,620.918,0.0
17463,24.0,7945.64,419.075,61.0,5491.451,621.819,0.0
17464,40.0,954.6,359.01,49.0,0.0,38.67,0.0
17465,25.0,8372.205,178.135,122.0,31916.22,403.438,0.0
17466,19.0,2289.43,164.45,18.0,3737.26,136.5,0.0
17467,95.0,7229.9,760.32,89.0,7341.178,915.998,0.0
17468,35.0,17005.105,317.035,25.0,5802.025,778.645,0.0
17469,53.0,0.0,226.08,39.0,0.0,61.4,0.0
17470,12.0,1321.6,188.07,79.0,7389.58,717.625,0.0
17471,211.0,0.0,21.56,1.0,0.0,5.2,0.0
17472,32.0,31554.022,381.29,86.0,19840.088,640.027,0.0
17473,50.0,67794.229,257.923,73.0,2563.37,198.697,0.0
17474,184.0,21872.255,384.084,196.0,36286.949,564.107,0.0
17475,9.0,5783.34,95.425,34.0,8180.55,154.387,0.0
17476,79.0,14014.43,791.031,105.0,13491.111,661.785,0.0
17477,116.0,2815.39,544.054,80.0,4627.4,410.881,0.0
17478,62.0,27480.652,1817.153,173.0,15499.88,1488.734,0.0
17479,50.0,45897.26,819.03,10.0,0.0,32.17,0.0
17480,25.0,7340.995,383.946,28.0,2096.571,250.097,0.0
